formula,gap expt
CdTe,1.58
CdSiP2,2.25
ZnSnSb2,0.4
La2MnNiO6,1.2
ZnIn2S4,2.7
Mg2Sn,0.31
ZnAs2,1.3
TlInSe2,1.14
ZnSnSb2,0.3
RbH3Se2O6,4.84
Pb0.83Sn0.17Se,0.04
CdTe,1.6
CdTe,1.6
Ga2Te3,1.32
Ba2InErTe5,1.35
CuI,3.12
SnS0.8Se0.2,1.07
Ge0.92Si0.08,0.72
Ge0.93Si0.07,1.04
NaGe3P3,2.06
K2ZnSn2Se6,1.71
Cu2ZnSnTe4,1.39
AlVTe2O8,2.9
PtP2,0.8
AgAlTe2,1.8
Bi3In4S10,1.42
NaI,6.0
AlP,2.51
AlP,2.51
Ag2.7Ba6Sn4.3S16,1.38
CaSm2S4,2.05
K8Al8Si38,1.4
Ce2YbCuS5,1.37
Cu2O,2.59
PbCl2,3.82
CdGa2Se4,2.2
BaClBF4,6.89
Sn2S,0.95
Pb0.995TeTl0.005,0.48
GaAs0.99Sb0.01,0.7
Fe2TiSi,0.4
Hg0.1Zn0.9Te,1.74
PbGeS3,2.4
Na2KSb,1.0
Mn2.04Gd1.47In0.49S5,1.75
Cs2CuNbSe4,2.19
ZnIn2S4,2.9
GaSb,0.67
CuAlSe2,2.5
La3CuGaSe7,1.36
Cu2CdGeSe4,1.2
Bi12SiO20,3.2
Ga2Te3O9,4.15
HfS3,2.8
Pb0.95Sn0.05Se,0.12
ZnO,3.3
BiZn2VO6,2.4
Hg0.3Cd0.7Se,0.55
TaGaSe2,2.03
Ga2Te3,1.33
Cs2Cd3B16O28,4.76
TlInTe2,0.68
Fe4I3O24H15,2.3
Cu0.35Ga1.65Se2.65,1.81
KIO3,3.87
SmTe,0.35
Ag3AsSe3,2.1
Pr2Te3,1.16
RbCl,8.3
GaAs,1.4
CdSe,1.74
Li6Al2Te8O22,3.63
SnS,1.25
Pr10OSe14,1.89
CuInSe2,0.92
CuGaSe2,1.68
Ag2SnS3,1.37
Pb2B3O7.5H2,4.42
YbSb2Te4,0.34
Cs2Zn3Se4O12,4.3
Ag3AsS3,2.1
Cu3AsSe4,0.88
AlSb,1.8
ZnTe,2.39
ZnTe,2.39
AlB12,2.2
Zn0.9Hg0.1Se,1.75
ZnIn2S4,2.65
Cd4As2Br3,1.93
PbBr2,3.2
AlB12,1.9
Ge0.001Si0.999,1.09
Ga0.95Sb0.95Zn0.05Te0.05,0.85
LiPbB9O15,4.75
CuCl,3.4
Cd3P2,0.56
Ba2B6O9(OH)4,6.53
ZnS,3.58
TlInSe2,1.2
TlInSe2,1.4
DyTe1.7,0.35
Na2CdGe2S6,3.21
NH6PO4,6.8
CdTeO3,3.55
Cs4Pb4Ge5S16,1.95
HgGa2S4,2.79
Cd3As2,0.17
CsSmCdSe3,2.47
ErN,2.4
Hg0.25Zn0.75Te,1.25
RuPS,1.4
NaI,5.93
La3Sb0.33SiSe7,1.75
CuInTe2,0.8
K2Cu2ThS4,2.17
Hg0.8Cd0.2Se,1.1
As2Se3,1.8
K2ZnSn3S8,2.55
InP,1.29
CuIn3S5,1.2
Ga2S3,2.84
GaSb,0.8
CdP4,1.0
TlCr5SSe7,0.71
GaSe,2.01
Sn2BiS2I3,0.9
Cu0.35In1.65Se2.65,1.19
BiSeBr,1.96
Zn0.85S0.85Ga0.15P0.15,2.9
Na8Eu2Ge4S12,2.15
CaGd2S4,2.55
K3Cu3Th2S7,2.49
CuGaS2,2.5
K4Nb2S11,2.35
MoTe2,1.2
IrSe2,1.0
CdS,2.39
K2ZnSn3S8,2.15
Ga2Se3,2.05
TlSe,0.74
Ir2Sn3Se3,0.43
Zn0.5Cd0.5Se,3.0
CuZr1.86S4,1.26
ZnS,3.63
Hg0.8Cd0.2Se,1.3
La3GaGe0.5S7,2.54
Cu3GdSe3,0.14
Ce2O2FeSe2,0.64
Ru2Si3,0.7
CdP2,2.13
AgIn3Te5,0.68
CdSb,0.48
InP2S4,2.75
Zn0.55S0.55Ga0.45P0.45,2.4
ZnSnP2,1.45
Ba3SnSb2Se8,0.97
LiAlB14,2.05
Ga0.2In0.8As,0.5
AgS,1.4
Tb2Mo3O12,1.41
Ag2NbP2S8,2.02
Na0.5Pb1.75GeSe4,1.6
As2S3,2.5
InP,1.25
CuGaS2,2.38
InAs,0.36
InAs,0.36
InAs,0.36
CaO,7.0
Ba4CuGa5S12,2.82
Ga0.3P0.3Zn0.7Se0.7,2.15
ThO2,3.5
BaTiO3,2.96
RuAsS,1.2
SbSI,1.85
CeIn3S6,1.11
NiP2,0.5
AgTlSe2,0.72
GaS,2.5
CdS,2.41
CuCd2InTe4,0.85
GeAs2,1.1
GeSe,1.1
CdSe,1.83
CdSe,1.83
AgSbS2,1.99
PdP2,0.65
Na2GeIn2Se6,2.47
Na2ZnGe2S6,3.25
InSe,1.17
Sb2S3,1.67
GeSe2,2.49
K3Cr2P3S12,1.35
CdSe,1.9
YClMoO4,3.82
As2S3,2.56
Ag2MoI4O14,3.06
Cd3As2,0.53
HoN,1.88
GeS,1.77
CdSnAs2,0.5
In0.99As0.99Ga0.01P0.01,0.3
CaF2,10.0
CuCl,3.21
Zn3P2S8,3.07
GaP,2.75
Ga0.58As0.58Zn0.42Se0.42,1.67
CsYCdSe3,2.58
In2GeTe3,0.7
PdPS,1.38
Fe2P3B1O12,3.52
Pb2BiS2I3,1.6
Cs2Sn3Sb2S10,2.34
Ce2YbCuSe5,1.05
RbYTe2O6,3.6
CuInTe2,0.95
LiIO3,4.37
In0.5P0.5Ga0.5As0.5,1.75
ZnS,3.64
Ag2S,1.03
Sb2Se3,1.1
CdGa2Se4,2.25
Cs5BiP4Se12,1.85
CdIO3Cl,4.3
GdIn3S6,1.13
In0.8P0.8Ga0.2As0.2,1.4
NaNbSe2O7,3.65
Pb0.85Sn0.15Te,0.1
AlSb,1.6
TlBr,3.02
TlBr,3.02
AgSbSe2,0.62
BiI3,1.81
EuVO4,3.44
CsRbP2Se8,2.41
NaScSe2O6,5.5
MoTe2,1.1
As2Se3,1.73
CdP4,0.91
Mg3B50C8,2.7
InP,1.45
ZnSe,2.7
PbI2,2.56
Zn0.75Cd0.25Se,3.2
Li4Rb3B7O14,6.53
AgInTe2,0.93
AsTe,0.74
K10Sn3P8Se24,1.82
Ba5Ga2Se8,2.51
In0.1As0.1Ga0.9P0.9,2.25
Sn0.5GaZn3.5O6,2.99
Cu2Se,1.3
CuIn5S8,1.34
BaGa2GeSe6,2.81
Ga0.25Al0.75As,2.42
Cs2Cu3DyTe4,1.38
LiI,5.9
Cu2CdSnS4,1.4
CuGaSe2,1.36
Pb2V3Se5O18,3.14
GaP,2.78
ZnTe,2.23
Fe2Te3,0.34
LiIO3,4.0
SrTiO3,4.1
CuGaInS3.5,1.84
RbSbS2,2.13
NaAsS2,2.33
Ag0.4Cd0.5In2.2Te4,0.19
BiSeI,1.32
MgSe,5.63
CdIn2Te4,1.44
YbClWO4,4.23
Ba3Ta5O14N,2.8
PbCdP4O12,4.87
CsYbZnSe3,1.97
LiGaSe2,3.34
HfS3,3.1
Hg4As2HfCl6,2.47
CdSb,0.58
BiSCl,1.93
Cu0.15In1.85Se2.85,1.32
KUO3Cl,2.37
CsTb9Cd4Se18,1.95
GeAs,1.65
Cd3MoTe2O10,3.81
ZnSnAs2,0.6
ZnIn2S4,2.99
Pb0.7Ge0.3Se,0.4
CsInGeS4,2.4
GaTe,1.5
Pb2H2P2O6,3.97
GaTe,1.7
KYTe2O6,3.8
BaGa2S4,4.13
La2MoO5,1.0
CdGa2S4,3.4
Cd3P2,0.55
GaSe,2.2
MgSe,6.0
Pr2.48Tb0.52Ga1.67S7,2.61
Zn3In2S6,3.05
Pb2Bi5.9La2.1S14,1.0
TlAsSe2,1.4
CsYbZnSe3,2.1
Cd3P2,0.52
PbSbO2I,2.48
Ba8Ga10Si36,0.31
Bi2O3,2.8
Pb0.83Sn0.17Te,0.15
KNb3Se2O12,3.46
ZnO,3.49
CdGa2Se4,2.1
CeMn0.5OSe,2.01
InSe,1.35
InSe,1.35
As2S3,2.36
As2S3,2.36
ThOS,2.22
Tl4Nb2S11,1.8
SmTe,0.22
Hg4As2.5InBr3.5,1.71
Li4.5Fe0.5TeO6,3.25
Bi25FeO39,2.8
Hg0.2Zn0.8Te,1.46
PbSbBS4,1.8
ZnGa2Se4,1.72
CuBiP2Se6,1.2
Pb10B3O13Br3,3.25
AgGaS2,2.62
AgBiP2S6,1.7
SrThP2S8,3.02
CuGaSe2,1.7
K1.25Pb3.5Bi7.25Se15,0.53
NdCuOTe,2.26
CsBiS2,1.46
CdSiAs2,1.47
ZnS,3.88
OsTe2,0.3
PbBiBO4,3.2
Rb2Hg3Sn2S8,2.48
LiBi4Ta3O12,3.5
BaF2,9.06
BaTiO3,3.13
AlB12,2.5
Ba3P3O10Cl,6.89
Sm2Mn3Sb4S12,1.5
CdIn2S4,2.6
CdS0.35Se0.65,1.93
GeSe2O6,5.27
Cu3ErTe3,0.24
SnS,1.09
In0.9As0.9Cd0.1Te0.1,0.69
Na2KSb,1.1
Pb0.9Sn0.1Se,0.12
InP,1.26
PbI2,2.32
SbSeI,1.63
Zn0.75Cd0.25Se,3.3
Cu3DySe3,0.2
TlInSe2,1.12
CdIn2Te4,1.12
AgGaSe2,1.8
AgGaSe2,1.8
LiNbO3,4.3
CuCl,3.31
CuCdInSe3,1.66
RuSbSe,0.9
Li4SrB2O6,6.67
As2S3,2.64
AlB12,1.96
Na4MgGe2Se6,2.53
AgI,2.82
TaON,2.4
EuLu2Se4,1.7
As2S3,2.48
Na4MgSi2Se6,2.85
CaSe,4.87
PbGa2GeSe6,1.96
In0.96As0.96Cd0.04Te0.04,0.69
Sb2Se3,1.06
SrLa2S4,2.85
SrTiO3,3.0
InP2S4,2.42
Ga0.8Sb0.8Cd0.2Te0.2,0.8
EuSb2S4,1.2
In0.4Al0.6P,2.3
K8Ga8Si38,1.18
CuFeSe2,0.16
Cd3As2,0.13
In0.4P0.4Ga0.6As0.6,1.74
Sb2Te3,0.21
Er2Mo3O12,1.04
TlSe,0.67
GaSe,2.17
Ge0.1Si0.9,1.04
Ba3ZnTa2O9,4.32
Zn0.4Hg0.6Se,0.5
Pb0.75Sn0.25Se,0.04
Cu2ZnGeS4,2.1
Cu0.2In1.8Se2.8,1.26
AgS,1.0
OsP2,1.2
Bi2S3,1.2
GeO2,5.63
CdSe,1.73
Ag2SnSe3,0.81
NaSbS2,1.8
Cu2GeSe3,1.1
Pb2GeSe4O12,4.1
CsSmZnSe3,2.43
Sb3O4I,2.61
NaBaB5O9,4.78
CdP2,2.15
Dy3Al0.5SiS7,2.22
TlCr5S4Se4,0.85
MnTe,1.35
EuVO4,3.26
CuGa3Se5,1.81
Bi5O7I,2.76
Mg2Pb,0.1
CdSe,1.77
NaI,5.89
NaAsSe2,1.71
TlSe,0.75
ReSi2,0.2
Zn0.99Cd0.01Se,3.7
TiC0.9,0.3
KPbB5O9,3.1
GaTe,1.63
Cu0.4In1.6Se2.6,1.32
ZnSnAs2,0.65
Cu2In4Te7,1.1
PbTe,0.32
K2Au2SnS4,2.75
TlBr,3.4
Rb2CuNbS4,2.64
CdS,2.55
Rb2TiCu2S4,2.19
OsSb2,0.3
SbSI,2.02
LiAlB14,1.82
K2CuIn3Se6,1.68
Ce2Te3,1.22
EuGa2Te4,1.7
PbBr2,3.23
Ba3Gd2P4S16,3.41
K2CsSb,1.2
Hg3ZnS2Cl4,2.65
CdGeAs2,0.56
Na3WO4Cl,4.99
GeAs2,1.06
In0.01Al0.99P,2.4
Ba4CuGa5Se12,1.45
Ag3SbS3,2.05
CuFeSe2,0.15
Cu3ScSe3,0.3
RbBiS2,1.26
Hg0.8Zn0.2Te,0.07
AlN,6.28
SiAs,1.45
In2Se3,1.18
HgSc,0.24
Pb4Sb6Se13,0.65
CdP4,0.99
CdSnAs2,0.26
Cs6.40Na1.60Ga8Ge38,0.22
NaYbP2S6,1.85
GaN,3.44
Rb3NaMo2O8,4.84
Ag0.2Cd0.75In2.1Te4,0.54
WSe2,1.45
NdCuOS,2.98
Zn0.99Cd0.01Se,3.6
ZnB12O24H10,4.6
CdTe,1.66
CdS,2.49
AgIn5S8,1.76
K4P8Te4,1.4
V2O5,2.36
CuBr,2.9
Hg2Br2Te2,2.06
BaGa2GeSe6,2.22
In4As5O12Br3,4.22
CuBr,3.02
K4Ag9Sb4S12,2.0
RbBi3Se5,0.8
RuSbTe,0.5
SnS,1.07
BiI3,1.93
Zn0.7S0.7Ga0.3P0.3,2.5
La2Ga0.33SbS5,1.76
BaB2O4,6.7
CuSbS2,1.4
ZnSe,2.68
Ba7AgGa5S15,2.6
CaNd2S4,2.7
CsSmZnSe3,2.63
Hg0.01Zn0.99Te,2.17
TlScSe2,0.79
Sb2Te3,0.28
CdGeAs2,0.5
Mg2Sn,0.23
CuFeS2,0.43
KSbS2,1.67
RbCl,8.2
MnSb2Se4,0.31
Cd3As2,0.11
CsSb,0.61
Zn2In2S5,2.68
Ga0.01Al0.99P,2.49
RbBa2P5O15,7.6
NaBiS2,0.44
CdGeP2,1.73
InSe,1.05
Bi25GaO39,2.99
Cu0.1Ga1.9S2.9,2.65
Bi7F11O5,4.05
Zn0.01Cd0.99Se,2.4
Sr4Te3O8Cl4,4.0
BaIn2S4,3.06
AgInSe2,1.25
BaTiO3,3.06
Cu0.1Ga1.9S2.9,2.6
Cd4P2Cl3,2.24
In0.98As0.98Cd0.02Te0.02,0.73
GaSe,2.09
GaSe,2.09
InSe,1.19
InSe,1.19
WO3,2.8
Ga0.5Al0.5As,2.12
CuScO2,3.3
GaAs0.01P0.99,2.23
LiInS2,3.59
MnI2,4.04
In0.4Ga0.6P,2.05
Ga2Te3O9,4.14
In2Se,0.83
RuPAs,0.8
Sr3Se3O8Cl,4.4
LiBr,7.5
Cd0.95Te0.95Al0.05Sb0.05,1.37
Cd3P2,0.58
Zn3In2S6,2.8
RbBi3Se5,0.43
Pb0.9Ge0.1Se,0.3
CuInSe2,1.07
InAs,0.28
CuI,3.05
Ba2InDyTe5,1.35
GaAs,1.53
Ca3B2N4,3.9
Pb0.8Sn0.2Te,0.08
EuSb2BO8,3.46
PbSnS3,1.05
Si2Te3,2.16
Cs4Ta4P4Se24,2.38
EuEr2Se4,1.7
TlInSe2,1.18
Bi2CrI2O11,2.4
Ga0.85As0.85Zn0.15Se0.15,1.47
Pr2Te3,1.5
EuGa2Se4,2.16
Na2ZnGe2Se6,2.36
In2Se3,1.42
TlInTe2,0.7
ZnIn2Te4,1.95
Cr2S3,1.1
InN,1.95
AgGaSiSe4,2.63
Rb8Ga8Si38,1.18
AgSbTe2,0.6
SnBr2,3.5
ThO2,3.3
PbGa2SiSe6,2.17
Na2RbSb,1.0
TaGaS2,2.56
K2Hg3S2.69Se1.31,2.28
In0.3Al0.7P,2.3
GaTe,1.74
LiGaS2,3.62
In2Se3,0.97
TlSe,0.73
CuIn2S3.5,1.43
Cu2ZnSiS4,3.25
Pb0.93TeGa0.07,0.34
HgCuSe2O6,3.25
CaBi2O4,3.08
Tl3VS4,1.76
DyTe1.40,0.6
Rb3ZnB5O10,2.66
Li0.5Pb1.75GeS4,1.95
Cu2ZnSiS4,3.0
SnS,1.08
Mn1.95GdIn1.05S5,1.66
BiI3,2.0
Ge0.97Si0.03,0.67
Hg0.72Cd0.28Te,0.21
Pb0.98Te0.98Ge0.02S0.02,0.34
CsHo9Cd4Se18,2.06
CuInS2,1.52
TlCl,3.2
TlCl,3.2
La2BaTe5O14,3.81
Ag2Ga2SiS6,2.35
TlBr,2.67
La5Cu6.33O4S7,2.0
Pb0.99Sn0.01Se,0.26
Ba3La3Cu6O14,1.8
BiI3,1.92
Zn4Sb3,1.0
Cu0.01In1.99Se2.99,1.45
K2Au2Sn2S6,2.3
TaGaS2,3.6
Ba7Sn5S15,2.29
Se3Te,1.87
Al2Se3,3.15
Cu0.2Ga1.8S2.8,2.65
MoO3,3.7
ReSi2,0.13
AgSbSe2,0.74
InAs,0.45
Cu3SmTe3,0.23
K2Bi8Se13,0.59
Sb2Te3,0.24
PbSe,0.35
CuP2,1.51
RbI,5.83
Fe2Te3,0.6
Zn3P2,1.2
V2O5,2.54
Zn0.55Hg0.45Se,0.8
TlSe,1.3
In0.8As0.8Ga0.2P0.2,0.85
BaS,3.9
Li4Cs3B7O14,6.53
GaTe,1.78
CdSc,1.71
CdSnP2,1.4
NaSmP2S6,2.54
CdAs2,1.04
AgGaS2,2.56
PtP2,0.6
PbS,0.29
PbS,0.29
PbS,0.29
Ag3AsSe3,2.07
CaZnOS,3.7
PtSb2,0.07
BaAuI5O15,2.32
Ag2SnSe3,0.7
CdSe,2.27
AgGaO2,2.2
Pb0.85Ge0.15Te,0.36
CuGaS2,2.44
EuS,1.69
AgS,0.85
Pb0.95Se0.95Ge0.05S0.05,0.29
Bi4V2O11,2.0
Ga2Te3,1.5
HgIn2S4,2.0
Li4.5Cr0.5TeO6,1.79
ErIn3S6,1.28
GeSe,1.16
Pb0.95Se0.95Sn0.05Se0.05,0.22
K8Zr6Se30,1.91
AgFeTe2,0.28
CdS0.65Se0.35,2.13
HgSnO3,1.6
EuTe,2.0
RbCu2VS4,1.45
Pb6B4O13H2,3.24
SnS0.4Se0.6,1.02
InSb,0.17
RuP4,0.38
CaLa2S4,2.7
Sn0.5GaZn4.5O7,3.0
Ba2GaErSe5,1.95
NaBr,7.5
Se0.4Te0.6,0.7
Rb3Bi2I9,1.89
Cd12Ge17B8O58,4.29
CdTe,1.59
CdTe,1.59
Cu1.8S,2.3
LaNbON2,1.7
CdP4,0.9
AgFeTe2,0.31
GaSb,0.77
SnTe,0.36
Rb2AgVS4,1.83
Sm3Al0.33SiS7,2.26
AgI,3.01
CdIn2Se4,1.57
Zn0.15Cd0.85Se,2.6
CuCl,3.29
CsSbS2O8,4.68
OsSbSe,0.4
In0.5As0.5Ga0.5P0.5,1.55
Cu3YSe3,0.88
Ba2GaYSe5,2.31
CdS,2.64
BaSbBS4,2.34
TaGaS2,2.53
Li4.5Al0.5TeO6,4.9
Pb0.72Se0.72Sn0.28Te0.28,0.12
ZnGeN2,2.9
Ba3Ho2P4S16,3.3
RbCl,8.1
Cd3BiP3O12,3.9
NaNO2,2.99
BaZnOS,3.9
Rb2PtI6O18,2.4
BiSeI,1.3
InP2Se4,1.29
PbCl2,4.1
PbO2,2.0
Pb0.75Sn0.25Te,0.04
SnS0.99Se0.01,1.08
Pb3Br2Se2O6,3.73
Ba4Ga2S8,2.55
CuGa0.4In1.6S3.5,1.55
V2O5,2.34
Cu0.3Ga1.7S2.7,2.55
Ru2Si3,0.44
SnBr2,3.4
LiKCO3,6.32
SbSBr,2.21
Cu3DyTe3,0.34
Hg6.5As4CdCl6,1.86
K2MnSn2Se6,2.0
Ga0.7Al0.3As,1.81
CuInCd2Te3,0.7
CuNiC4N4,2.7
BaGa2Se4,3.16
Ga0.8Sb0.8Zn0.2Te0.2,1.15
EuDy2Se4,1.8
MoO3,3.75
OsPSe,1.4
Li0.2Na0.8AsSe2,1.72
PbTe0.01Se0.99,0.26
Pb0.93Sn0.07Se,0.08
La4FeSb2Se10,0.85
Ga0.99Sb0.99Zn0.01Te0.01,0.72
TlCr5S6Se2,0.94
AgScP2Se6,1.55
Sb2Te3,0.22
CdIn2S4,2.2
BiSeBr,1.54
In6Se7,0.64
Ag0.5Eu1.75GeS4,2.14
GaAs0.9P0.1,1.5
ZnIn2Se4,2.0
Na2BaSnSe4,2.46
SbSI,1.84
Cs2AgVS4,1.77
MoTe2,1.08
Pb6BBrO7,2.84
EuIr4In2Ge4,0.26
Pb0.85Se0.85Ge0.15Te0.15,0.32
Na2ZnGe2S6,3.04
LaCuOS,3.1
PbSe,0.31
K2Hg3Ge2S8,2.7
CaSe,5.0
BiSI,1.58
CsCaBO3,3.93
AgInSe2,1.22
VO2,0.65
Sm2Sn3Se9,0.7
Hg6As4CdBr6,1.94
GaAs0.3P0.7,2.16
Ba3CdSn2S8,2.75
AsSb,1.6
AgLi0.33Sn0.67O2,2.7
Ag3Ga3SiSe8,2.3
K0.8Hg1.2Sn2S8,2.78
Bi1.8Te3Sb0.2,0.15
Nd10OSe14,1.98
KCu2SbS3,1.7
Li6Ga2Te8O22,3.85
Hg7InS6Cl5,2.54
BiOI,2.12
Na2GdP2O8,4.19
Ba3V2Se4O16,2.87
Zn0.95S0.95Ga0.05P0.05,3.0
Cu2Te,1.15
GeAs2,1.0
FeAsS,0.06
Cu3VS4,1.0
TaGaS2,2.4
RhAs2,1.15
Ca3BiP3O12,4.2
Pb0.97Se0.97Ge0.03S0.03,0.28
SmSb2BO8,3.54
CsYZnSe3,2.29
Ga2Se3,1.86
Ag2CdP2S6,2.49
Ga0.01As0.01Zn0.99Se0.99,2.59
PbSbO2Br,2.67
Ba2InNdSe5,2.2
Rb2HgP2Se6,2.32
KH3Se2O6,5.03
AgBiP2Se6,1.4
Ba2GaDySe5,2.35
SiAs,1.48
Zn0.99S0.99Ga0.01P0.01,3.7
Ga0.5P0.5Zn0.5Se0.5,2.13
InS,1.86
CdP2S4,3.76
NiC2N2,2.0
AgPbBiSe3,0.13
OsAsS,1.3
Rb6P3S15,2.3
Bi2Te2.1Se0.9,0.3
Ge0.7Si0.3,0.88
NaNbSe2O7,3.8
Se0.6Te0.4,1.2
In0.95As0.95Cd0.05Te0.05,0.68
In4Se3,0.65
K6Yb3P5S20,2.6
In0.5Al0.5P,2.3
Nd2Sn3Se9,0.5
TlInSe2,1.07
KBiS2,0.92
SmCuOSe,2.6
Cs2CuP3S9,2.4
Ba2AsGaSe5,1.39
Ta0.67Zr1.33O1.89N1.63,2.48
CsDy9Cd4Se18,1.99
InSb0.9As0.1,0.27
AlN,6.2
AgInCd2Te3,0.47
In0.93As0.93Cd0.07Te0.07,0.68
SiTe2,2.18
GeS2,3.6
Ga0.01Sb0.01Cd0.99Te0.99,1.35
Al2Te3,2.5
RuP4,0.64
InN,2.05
Ge0.06Si0.94,1.06
KSb5S8,1.67
Pb0.97Se0.97Sn0.03Se0.03,0.29
Hg0.6Cd0.4Se,0.95
RbSbS2,1.96
Ga0.75P0.75Zn0.25Se0.25,2.18
MgGeN2,4.4
Ba2Cu2ThSe5,1.75
Hg3Te2Bi2Cl8,2.8
Ta1.33Zr0.67O0.12N3.03,1.71
ZnSnAs2,0.74
Bi2O3,2.85
Pb0.8Ge0.2Te,0.4
Pb0.92Sn0.08Te,0.16
CsCuSb2S4,1.7
Li6Fe2Te8O22,1.98
KAg11V4O16,2.0
OsAs2,0.9
La2MnNiO6,1.4
GaAs0.7P0.3,1.8
SrNd2S4,2.45
Hg0.796Cd0.204Te,0.06
Ba2GaGdSe5,1.87
HgGa2S4,2.84
TlCr5S3Se5,0.8
Pb0.7Ge0.3Te,0.48
HgSe,0.12
GeAs,1.01
EuIn2S4,1.5
LaS1.86Se0.14,2.5
Ag2GeTe3,0.25
Dy4S4Te3,1.43
Ga0.8Al0.2P,2.3
H6PtI6O20,2.4
HoN,1.79
CsInGeS4,2.1
Ba5Ga4Se10,2.2
KSbSe2,1.37
In0.3Ga0.7P,2.2
Rb2Cu2Sn2Se6,1.04
InSb0.6As0.4,0.13
Pb0.999Se0.999Sn0.001Se0.001,0.24
Cs3W3PO13,3.27
SrZrS3,1.0
Li2B6,2.0
AgSbTe2,0.35
Pb6B2MoO12,2.9
Zn0.2Ba2B2S5.2,3.54
AgGaGe3Se8,2.17
CuAlS2,3.5
Ba3Dy2P4S16,3.28
CuZn2InSe4,1.1
Se0.5Te0.5,1.0
Bi1Te3Sb1,0.19
Cu0.05Ga1.95S2.95,2.7
CuInSe2,0.95
CuInSe2,0.95
NaSbSe2,1.2
La2CoVO6,0.41
Sb5O7I,1.95
YFMoO4,3.78
BaB2O4,6.2
Na3Sb,1.17
TaGaSe2,2.15
Cu2CdSnS4,1.37
ZnAs2,0.93
PrTe1.9,1.0
Hg3S2Bi2Cl8,3.26
PbI2,3.01
AgInTe2,0.96
FeSi2,0.85
Ba2InSmTe5,1.36
Ga0.99In0.01As,1.4
Rb2Sn3Sb2S10,2.33
BiOBr,2.92
Mn11Si19,0.66
HgTe,0.19
Ba4Ga2Se8,1.63
SrTaO2N,1.99
CoSbS,0.5
Pb0.99TeTl0.01,0.59
K3SmAs2S8,2.2
LiBr,7.95
Pb14B2O14Br6,2.62
ReSe2,0.99
DyTe1.45,0.6
CsBr,6.8
SbI3,2.41
Cu0.05Ga1.95Se2.95,1.96
LaIn3S6,1.03
CsGaSn2Se6,1.87
CsKP2Se8,2.36
MgO,7.83
SnTe,0.33
IrP2,1.1
Cu0.5Ga1.5S2.5,2.43
YbGa2S4,2.3
CuSmSe2,2.1
InSb0.8As0.2,0.21
Pb0.85Se0.85Sn0.15Te0.15,0.18
RbBiSe2,0.72
Ag2S,0.87
Ag3AsS3,2.18
Ag3SbS3,1.75
AgGaSe2,1.83
AgSbSe2,0.85
AlP,2.43
As2S3,2.0
CdAs2,1.14
CdGa2Se4,2.43
CdP2,2.02
CdSb,0.59
CdTe,1.65
CuFeS2,0.5
CuGaSe2,1.6
Dy2S3,3.0
GaS,2.52
GaTe,1.69
In4Te3,0.5
InSe,1.27
KI,6.08
Mg3As2,2.55
NaBiSe2,0.32
PbS,0.3
PbTe,0.34
RbI,6.05
Sb2S3,1.63
Sb2S3,1.63
SnS,1.1
SnSe,0.91
Tl2Te3,0.51
TlCl,3.21
TlSbS2,1.88
Zn3As2,0.86
ZnGeAs2,1.16
ZnO,3.31
ZnS,3.85
Bi4PdSe4O12,2.06
Cd3In2S2Te4,1.23
SbSI,1.99
Pb0.8Se0.8Ge0.2Te0.2,0.36
Ag1.75InSb5.75Se11,0.94
CaTe,4.07
Pb2MnO4,1.5
GaSe,2.05
Ge0.653Si0.347,1.91
InAs,0.46
Cu2Ta4O11,2.6
Ge0.6Si0.4,0.9
AsI3,2.54
Mg2Sn,0.28
K2CsSb,1.0
Ho2Mo3O12,1.68
InP,1.27
TlBr,3.05
PbTe,0.62
RbI,6.1
KSbS2,1.8
As2Se3,1.77
Hg0.8Cd0.2Se,0.95
Cu2Te,1.02
RbCuSb2S4,1.6
Sb2O3,3.2
ZnTe,2.24
PbTe,0.31
PbTe,0.31
NaBiS2,0.4
Hg6P6In2Cl9,3.13
GaS,2.62
InSb,0.26
Pb0.8Se0.8Sn0.2Te0.2,0.14
CuGaS2,2.42
PrF3,5.3
Ru2Ge3,0.52
SmTe,0.38
Ga0.9Sb0.9Cd0.1Te0.1,0.78
NH7Se2O6,4.81
TlBr,3.24
ZnS,3.76
Ga0.85Al0.15As,1.6
Ga0.05P0.05Zn0.95Se0.95,2.4
Zn0.5Hg0.5Se,0.6
Ga0.7In0.3As,1.0
Bi2S3,1.3
TlBr,3.1
ReS2,1.0
CdMoSb4O10,3.4
PbCl2,3.94
InSb,0.16
Na2BaGeS4,3.7
Ba2GaDyTe5,1.13
AlP,2.53
Bi2Te2.97Se0.03,0.16
SnGa2GeS6,2.04
InS,1.9
InS,1.9
TlSe,0.71
Pr2YbCuS5,1.25
La2O2MnSe2,1.6
Zn0.5Cd0.5Se,2.9
PbCrO4,2.25
Ag0.5Pb1.75GeS4,1.83
CsEr9Cd4Se18,2.09
CdCl2,5.8
ReS2,1.1
Cu3TaS4,3.0
Pb0.99Sn0.01Se,0.17
GaTe,1.66
AgCd3PS6,2.56
Cu3YTe3,0.72
TlInSe2,1.19
Bi2Te2.7Se0.3,0.21
CuGaTe2,1.18
K2HgP2Se6,2.25
Tl2PrInSe4,0.93
Pr2S3,2.68
PbBiO2Br,2.47
YbS,1.1
Pb0.75Ge0.25Te,0.44
Pb0.96TeGa0.04,0.37
Bi6Cu3S10I,0.72
